symbol,date,open,high,low,close,volume,adjusted,daily_return,growth
^GSPC,2021-01-04,3764.610107421875,3769.989990234375,3662.7099609375,3700.64990234375,5015000000,3700.64990234375,1.0,1.0
^GSPC,2021-01-05,3698.02001953125,3737.830078125,3695.070068359375,3726.860107421875,4591020000,3726.860107421875,1.0070825951575493,1.0070825951575493
^GSPC,2021-01-06,3712.199951171875,3783.0400390625,3705.340087890625,3748.139892578125,6064110000,3748.139892578125,1.0057098427477522,1.012832878409897
^GSPC,2021-01-07,3764.7099609375,3811.550048828125,3764.7099609375,3803.7900390625,5099160000,3803.7900390625,1.0148474038001012,1.0278708171376676
^GSPC,2021-01-08,3815.050048828125,3826.68994140625,3783.60009765625,3824.679931640625,4773040000,3824.679931640625,1.005491862685269,1.0335157425235828
^GSPC,2021-01-11,3803.139892578125,3817.860107421875,3789.02001953125,3799.610107421875,4465430000,3799.610107421875,0.9934452491014075,1.026741304281567
^GSPC,2021-01-12,3801.6201171875,3810.780029296875,3776.510009765625,3801.18994140625,4994950000,3801.18994140625,1.0004157884466327,1.0271682114535678
^GSPC,2021-01-13,3802.22998046875,3820.9599609375,3791.5,3809.840087890625,4602510000,3809.840087890625,1.0022756417379066,1.0295056783074026
^GSPC,2021-01-14,3814.97998046875,3823.60009765625,3792.860107421875,3795.5400390625,5198480000,3795.5400390625,0.9962465488056633,1.0256414789895834
^GSPC,2021-01-15,3788.72998046875,3788.72998046875,3749.6201171875,3768.25,5369820000,3768.25,0.9928099720246291,1.0182670880629474
^GSPC,2021-01-19,3781.8798828125,3804.530029296875,3780.3701171875,3798.909912109375,5014440000,3798.909912109375,1.0081363795155245,1.0265520955395955
^GSPC,2021-01-20,3816.219970703125,3859.75,3816.219970703125,3851.85009765625,4566190000,3851.85009765625,1.0139356254219463,1.0408577410191493
^GSPC,2021-01-21,3857.4599609375,3861.449951171875,3845.050048828125,3853.070068359375,4501760000,3853.070068359375,1.0003167233075523,1.0411874049255763
^GSPC,2021-01-22,3844.239990234375,3852.31005859375,3830.409912109375,3841.469970703125,5110890000,3841.469970703125,0.9969893883447624,1.0380527939890207
^GSPC,2021-01-25,3851.679931640625,3859.22998046875,3797.159912109375,3855.360107421875,7000840000,3855.360107421875,1.0036158389430825,1.0418062257065017
^GSPC,2021-01-26,3862.9599609375,3870.89990234375,3847.780029296875,3849.6201171875,6137500000,3849.6201171875,0.9985111662531018,1.0402551494399412
^GSPC,2021-01-27,3836.830078125,3836.830078125,3732.47998046875,3750.77001953125,9976520000,3750.77001953125,0.974322116300538,1.013543598694856
^GSPC,2021-01-28,3755.75,3830.5,3755.75,3787.3798828125,6992770000,3787.3798828125,1.0097606259756298,1.0234364186717102
^GSPC,2021-01-29,3778.050048828125,3778.050048828125,3694.1201171875,3714.239990234375,6643370000,3714.239990234375,0.9806885248268754,1.00367235168126
^GSPC,2021-02-01,3731.169921875,3784.320068359375,3725.6201171875,3773.860107421875,5436230000,3773.860107421875,1.0160517676144394,1.0197830670314856
^GSPC,2021-02-02,3791.840087890625,3843.090087890625,3791.840087890625,3826.31005859375,5514090000,3826.31005859375,1.013898223484417,1.0339562400027134
^GSPC,2021-02-03,3840.27001953125,3847.510009765625,3816.679931640625,3830.169921875,4864870000,3830.169921875,1.0010087690809533,1.0349992630886868
^GSPC,2021-02-04,3836.659912109375,3872.419921875,3836.659912109375,3871.739990234375,4879240000,3871.739990234375,1.0108533222304208,1.0462324435992365
^GSPC,2021-02-05,3878.300048828125,3894.56005859375,3874.929931640625,3886.830078125,4879470000,3886.830078125,1.0038974951646253,1.0503101294892387
^GSPC,2021-02-08,3892.590087890625,3915.77001953125,3892.590087890625,3915.590087890625,4648360000,3915.590087890625,1.0073993483603736,1.0580817400237588
^GSPC,2021-02-09,3910.489990234375,3918.35009765625,3902.639892578125,3911.22998046875,4568320000,3911.22998046875,0.9988864750078515,1.0569035395625064
^GSPC,2021-02-10,3920.780029296875,3931.5,3884.93994140625,3909.8798828125,4837070000,3909.8798828125,0.9996548150676406,1.0565387123856922
^GSPC,2021-02-11,3916.39990234375,3925.989990234375,3890.389892578125,3916.3798828125,4590960000,3916.3798828125,1.0016624551635394,1.058295160623577
^GSPC,2021-02-12,3911.64990234375,3937.22998046875,3905.780029296875,3934.830078125,4135060000,3934.830078125,1.0047110331133788,1.0632808241690033
^GSPC,2021-02-16,3939.610107421875,3950.429931640625,3923.85009765625,3932.590087890625,5058990000,3932.590087890625,0.9994307275816489,1.0626755277228421
^GSPC,2021-02-17,3918.5,3933.610107421875,3900.429931640625,3931.330078125,4730650000,3931.330078125,0.9996795979907733,1.0623350443486037
^GSPC,2021-02-18,3915.860107421875,3921.97998046875,3885.030029296875,3913.969970703125,4793650000,3913.969970703125,0.9955841643726454,1.0576439474115817
^GSPC,2021-02-19,3921.159912109375,3930.409912109375,3903.070068359375,3906.7099609375,4845320000,3906.7099609375,0.9981451033554248,1.0556821272023729
^GSPC,2021-02-22,3885.550048828125,3902.919921875,3874.7099609375,3876.5,5917100000,3876.5,0.9922671605418462,1.0475187067938745
^GSPC,2021-02-23,3857.070068359375,3895.97998046875,3805.590087890625,3881.3701171875,6296610000,3881.3701171875,1.0012563181187928,1.048834723524994
^GSPC,2021-02-24,3873.7099609375,3928.64990234375,3859.60009765625,3925.429931640625,6012790000,3925.429931640625,1.011351613765979,1.0607406902107972
^GSPC,2021-02-25,3915.800048828125,3925.02001953125,3814.0400390625,3829.340087890625,6547470000,3829.340087890625,0.9755211924748738,1.0347750230210575
^GSPC,2021-02-26,3839.659912109375,3861.080078125,3789.5400390625,3811.14990234375,6526070000,3811.14990234375,0.9952497858300972,1.0298596200440413
^GSPC,2021-03-01,3842.510009765625,3914.5,3842.510009765625,3901.820068359375,5114820000,3901.820068359375,1.0237907635068002,1.0543607667097121
^GSPC,2021-03-02,3903.639892578125,3906.409912109375,3868.570068359375,3870.2900390625,5536010000,3870.2900390625,0.9919191483091293,1.0458406337252582
^GSPC,2021-03-03,3863.989990234375,3874.469970703125,3818.860107421875,3819.719970703125,6173660000,3819.719970703125,0.9869337781280019,1.0321754479622527
